Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_BT,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00008199,C49C3.9,2017.56669257354,440.042199773621,3595.24029384315,2.95569276623702,0.18890434333814,15.6465050723916,3.50972204715219e-55,2.40598465776377e-52
WBGene00009213,thn-1,344.196078473712,25.3014277201349,662.987785870742,4.4320861747082,0.284450986617307,15.5811945931867,9.77114925374919e-55,6.44069061195206e-52
WBGene00006628,tsp-2,369.78415233006,6.37239067923184,733.172763207211,5.98020142654647,0.384382175412252,15.5579571818924,1.40512470536745e-54,8.91889896318053e-52
WBGene00008988,F20G2.5,239.92605566645,21.4420036171427,458.562963584957,4.17751783444935,0.273156745091928,15.2934822570222,8.45080178655818e-53,5.17249432207264e-50
WBGene00011803,T16G12.1,1283.29598597448,2421.17903135724,145.296457955392,-3.87099200522778,0.255380313695725,-15.1577541322935,6.73326419818931e-52,3.97912695960581e-49
WBGene00012445,Y16B4A.2,2237.71124694431,4303.46078108478,171.849099469604,-4.36806271820207,0.288397680212648,-15.145970366271,8.05567753189959e-52,4.60194005138984e-49
WBGene00014666,C05D12.3,1072.03138933021,1962.29422074164,181.538479242361,-3.31842646438068,0.219679909266329,-15.1057348642547,1.48442218580959e-51,8.20646045819511e-49
WBGene00018730,F53A9.7,3200.49518367051,128.043274636389,6273.13497685559,5.13154067297019,0.339761588964847,15.1033572941676,1.53893984960104e-51,8.24198473201959e-49
WBGene00019682,K12H4.7,5137.53175570174,8517.06616896575,1757.66972708567,-2.24220263971515,0.14889603093978,-15.0588476103973,3.02005434949171e-51,1.56841489216936e-48
WBGene00002271,lec-8,4561.45965211788,1672.89679177604,7450.25492912652,2.12487311251973,0.142990598104579,14.8602295583494,5.972020187969e-50,3.01024947004155e-47
WBGene00015623,C09B8.4,248.593386789497,482.795344233298,14.6109684337067,-4.664553166399,0.316537780855402,-14.7361656286136,3.77625056141108e-49,1.84906806061323e-46
WBGene00010904,ugt-62,1044.53422702245,1783.09247013101,305.70072875743,-2.49374716675607,0.169860780064442,-14.6811239522743,8.5166952369314e-49,4.05442008251473e-46
WBGene00012407,Y7A5A.1,887.726052510585,1543.74398286406,231.731578132015,-2.67272759235226,0.182993792129399,-14.6055642721602,2.58830353688228e-48,1.19887421662401e-45
WBGene00006649,tth-1,2062.63073231792,440.818673567276,3684.72184746675,2.97497732720275,0.203906316993933,14.5899223283567,3.25568089909424e-48,1.4683120854915e-45
WBGene00018718,dhcr-24,447.833526613147,770.605414596104,124.898904021191,-2.56766825315465,0.178291234543766,-14.4015394796336,5.06036440615969e-47,2.22370577417346e-44
WBGene00006404,tag-10,742.63659274761,1313.41380248171,171.531185688347,-2.85552473384215,0.199731314897983,-14.296830395878,2.29004493170932e-46,9.81169750990858e-44
WBGene00019564,K09D9.1,208.666639803863,26.9889330097951,390.403375206243,3.67161354431999,0.256855307767809,14.2944818864286,2.3686202990419e-46,9.90083284999513e-44
WBGene00012961,Y47H10A.5,500.3944342784,60.4485976390262,940.305266662925,3.75924639022347,0.265883853780457,14.1386787380008,2.19364383773426e-45,8.95111145025947e-43
WBGene00010657,K08D8.3,458.110302905149,801.179002653174,114.858039855242,-2.72971648144279,0.193266891628049,-14.1240771166137,2.69912655425106e-45,1.0757588578315e-42
WBGene00010977,R02D5.3,513.76085080168,71.2510774283292,956.145809370231,3.57364349607462,0.254620391894523,14.0351818229665,9.49525918208092e-45,3.69840345142052e-42
WBGene00001993,hpd-1,2577.54008086679,4081.72467131639,1073.30836666563,-1.90251621180192,0.136842727681638,-13.902939849519,6.07921715794698e-44,2.31523608117545e-41
WBGene00018885,drd-5,257.008305033904,488.280600476264,25.8839243248652,-3.9833116462425,0.286898361876079,-13.8840515512007,7.91410170771353e-44,2.94851902319118e-41
WBGene00001240,elo-2,2404.73701493646,4137.86034947521,671.519855508931,-2.56167304882833,0.184720193032144,-13.8678560626155,9.91976655133732e-44,3.61712679057062e-41
WBGene00010204,F57F5.1,7319.67211687334,13155.5789911772,1483.69795746849,-3.04271040123142,0.21952507703188,-13.860422883667,1.10024142173756e-43,3.92832030952881e-41
WBGene00012583,clec-4,1013.52900664412,163.254056438981,1863.75274297747,3.36416377864123,0.245093290998258,13.7260541279571,7.08905341508271e-43,2.47943260056505e-40
WBGene00018146,F37C4.6,395.587283106355,673.145027343517,118.167673166843,-2.4544343040239,0.179329133085911,-13.6867572032931,1.21826002185469e-42,4.17570805090915e-40
WBGene00019978,hacd-1,981.334648265546,1827.534033589,134.834098721152,-3.57777714563705,0.261589119902554,-13.6770869788844,1.39156681494896e-42,4.67621021070497e-40
WBGene00015152,B0348.2,354.73384658872,5.61340252378979,704.03833873943,5.82821422708839,0.42806045842563,13.6153996763076,3.24366359666692e-42,1.06903666768611e-39
WBGene00020516,T15B7.1,599.948916051225,1086.83057925511,113.046265532072,-3.14135263297359,0.232378027008009,-13.518286016196,1.21984834607129e-41,3.94448319905088e-39
WBGene00017726,F22H10.2,1585.76669587204,64.9390097994626,3106.74859517659,4.9962365956244,0.369710213123872,13.5139263625114,1.29430154329864e-41,4.10772960167633e-39
WBGene00015141,ugt-46,697.696099931811,1218.44635868797,176.837148810885,-2.7065537250186,0.20095350564014,-13.4685569002484,2.39501259182805e-41,7.46285923613621e-39
WBGene00019660,K11H12.4,2758.31932585971,414.720441245188,5102.31211232746,3.45144844888583,0.257273680933196,13.4154742776897,4.90783247126737e-41,1.50197201593893e-38
WBGene00012081,T27C5.8,212.523708878656,0.378867120306783,424.82497636132,6.56120591869905,0.492351268071992,13.326269970609,1.62837993675191e-40,4.89599567650073e-38
WBGene00016785,C49G7.7,216.468608512717,5.20776734481508,427.948599494381,5.43694745682444,0.408165570907554,13.3204460257033,1.76052568800201e-40,5.2020498691342e-38
WBGene00014136,ZK896.5,1837.1917666322,254.958117803117,3419.77497886314,3.55523738050242,0.267372546568564,13.2969425101045,2.41128591743499e-40,7.00417255135607e-38
WBGene00007964,cyp-25A2,159.416832449963,296.489179657444,22.3274924924407,-3.53846210558621,0.267172322806808,-13.2441192576107,4.87972716309483e-40,1.39381273535199e-37
WBGene00020881,T28A11.19,208.118610740079,19.4279914294467,396.777405295763,4.04716391224738,0.306579922310904,13.2010076907226,8.65691931965761e-40,2.43216857869331e-37
WBGene00015695,ugt-26,1488.93109668193,2653.42646669325,324.313082152444,-2.92807382468708,0.222013513116035,-13.1887189369267,1.01902183429969e-39,2.8167735800368e-37
WBGene00019619,asp-14,1093.62902747655,1979.28396467216,207.913045661707,-3.12224394529351,0.237421617596713,-13.1506304139372,1.68761510278083e-39,4.59084883039014e-37
WBGene00012909,spds-1,431.62659153337,715.315007088162,147.951298444691,-2.2282813395903,0.170012194894226,-13.1065970942652,3.01840625056863e-39,8.0827259878508e-37
WBGene00007919,cup-16,347.037705970226,42.5838119715302,651.521009756755,3.70659762164995,0.283445665451261,13.0769246929525,4.46127112506939e-39,1.17626560832983e-36
WBGene00014836,T09F5.12,445.73781425028,109.268131910778,781.946885747326,2.75100671792496,0.211118864469837,13.0306058856147,8.1954277655954e-39,2.1280794097996e-36
WBGene00020760,T24C4.4,2065.11992922164,68.2590124523969,4062.13600470671,5.1629581293082,0.397500923689329,12.9885437281232,1.42105300330254e-38,3.63492632396998e-36
WBGene00013181,Y53H1B.2,2030.79109079064,643.69652402129,3417.58766743446,2.3535426250861,0.182022492695034,12.9299549206224,3.04997629625399e-38,7.6868373184119e-36
WBGene00016281,pals-32,201.212242619772,43.943897417894,358.58021517762,2.91973400351182,0.225887063959367,12.9256361667396,3.22617095195788e-38,8.01306054705132e-36
WBGene00012608,hphd-1,5964.51590527599,10187.6878233576,1741.11780387125,-2.48335854892742,0.192706904254945,-12.8867128997206,5.34748920709579e-38,1.30921814330297e-35
WBGene00000988,dhs-25,2940.4629255457,5264.34258615118,616.504173898902,-2.9769542899214,0.232533503374415,-12.8022596603125,1.59248901683339e-37,3.84395447471699e-35
WBGene00022736,ZK418.7,301.778577610391,69.3703205844054,534.16863245348,2.84303195488064,0.222123321664185,12.7993401754492,1.65350176575979e-37,3.93579350855434e-35
WBGene00018708,oac-32,309.704045310535,569.103250956358,50.3685634427649,-3.32783885768778,0.261143911759667,-12.7433139653296,3.39654603502575e-37,7.97397341757141e-35
WBGene00008602,oac-14,905.622921241211,73.512801813015,1737.74402617884,4.19610835317021,0.329727916903344,12.7259723488935,4.24161379449424e-37,9.82334827162733e-35
WBGene00000136,amt-4,164.309211552375,298.942430244554,29.4277597309878,-3.19383598212963,0.251179317696352,-12.7153621222533,4.85853552555016e-37,1.11020775782505e-34
WBGene00008607,F09B12.3,1465.88508892819,2477.1733601335,454.420635400544,-2.38666056097538,0.188372936713024,-12.6698696884008,8.68585677047352e-37,1.95866070174178e-34
WBGene00019225,bgal-2,262.09872591615,457.931305934073,66.3073231968839,-2.69929882709638,0.213335648781357,-12.6528259225107,1.07921921643901e-36,2.40203362744569e-34
WBGene00006351,sur-5,2001.25236648997,3401.3850679327,601.063718023232,-2.43493564441173,0.194789082079265,-12.5003702385172,7.43044208138636e-36,1.63260149218974e-33
WBGene00015894,acdh-2,1438.00300185562,2670.61027355378,205.20626511403,-3.49381755688826,0.280328027155826,-12.4633187495953,1.18341305236064e-35,2.56725732801983e-33
WBGene00006930,vit-6,173482.401469034,319957.835169583,27006.8099943291,-3.37999977764214,0.271225261425508,-12.4619652309579,1.20367376337339e-35,2.57857011958665e-33
WBGene00011672,cyp-13A5,224.483783894586,52.7922897523618,396.195567779068,2.80407508473858,0.225279166488479,12.4471123026904,1.44996930737276e-35,3.06784864071042e-33
WBGene00016274,C30G12.2,2591.55781891528,4301.3674887623,881.878124831232,-2.23530448644815,0.17974603792868,-12.4359040800392,1.66842351128376e-35,3.48700513858305e-33
WBGene00016595,cest-10,249.116639412612,452.146042970298,45.8885892583953,-3.14885460671072,0.254049477056167,-12.3946510073491,2.79359281139461e-35,5.76826428935913e-33
WBGene00007414,C07E3.3,598.587813418365,232.439526297984,964.727230194113,2.0152383656137,0.164279368167461,12.2671421742956,1.35968164877375e-34,2.77407429722435e-32
WBGene00018194,F39E9.1,391.712726562937,59.4772082459559,724.200561386817,3.40559752990612,0.278269972926947,12.2384657391697,1.93658776281275e-34,3.9046165975394e-32
WBGene00008726,F13A7.11,482.039786727428,52.5905721112289,911.624173295337,3.82158258713159,0.312289990856049,12.2372880944915,1.96488632785466e-34,3.91560719613642e-32
WBGene00009914,F49H6.13,184.705909537023,1.05044612637129,368.494886099804,6.00573253093746,0.491280520941039,12.2246502251577,2.29567674851678e-34,4.52221932368742e-32
WBGene00138721,pals-37,84.571602439298,1.76059247469304,167.233809625033,5.29749573454597,0.433380500842676,12.2236596345368,2.32383025965575e-34,4.52565943067957e-32
WBGene00022644,dod-19,5271.24603493564,1849.54823948969,8692.83678345121,2.18360326025674,0.178683996322724,12.2204747218262,2.41669335814559e-34,4.65362817661787e-32
WBGene00016431,C35A11.4,259.005167272908,447.14479121024,71.1852419535288,-2.56938329731894,0.210363133937308,-12.2140379315924,2.61577433770507e-34,4.98101562217662e-32
WBGene00007536,daf-36,136.387061071898,253.127806780159,19.6060621634466,-3.46939220482109,0.286234028476475,-12.120823730454,8.19314921952211e-34,1.5430130914744e-31
WBGene00008629,cpt-5,570.855023956324,962.012083409476,179.741573890048,-2.35634632432271,0.19511988987369,-12.0764024920682,1.40743893588624e-33,2.62181396556722e-31
WBGene00012134,T28F3.8,406.518813260052,656.604212667428,156.574363370283,-2.02802041422017,0.168120988912993,-12.0628627474332,1.65913825405541e-33,3.0574528384948e-31
WBGene00010274,F58G6.3,126.75643636136,246.60907777393,6.96965744692974,-4.55141505573194,0.377379898654626,-12.0605656844944,1.70607049556719e-33,3.11049320776921e-31
WBGene00007331,pho-11,1545.98995069965,2732.89688270526,359.207855288637,-2.8142582596532,0.234988017727335,-11.9761777084255,4.73663241003252e-33,8.54488486769867e-31
WBGene00018984,F56F10.1,1240.87535733883,2081.98321019156,399.560736053989,-2.31863728375009,0.195305208452187,-11.8718661019105,1.65729100600182e-32,2.95860971467284e-30
WBGene00019931,R07C12.1,125.533455910266,14.5315980217393,236.302715263902,3.7235002952791,0.314393116931098,11.8434536087351,2.32670528192299e-32,4.1108324867625e-30
WBGene00009907,F49H6.3,154.224720597023,0.19451721047537,308.587327368502,6.16438115988894,0.520532713665462,11.8424471662519,2.35480114599108e-32,4.11801857550971e-30
WBGene00194926,K08D8.12,145.433014789313,12.6701173668595,278.325692127736,4.05387155399025,0.342636525840095,11.8314051429594,2.6860719391073e-32,4.64988897903242e-30
WBGene00044206,T26H5.9,443.918030645791,21.931765422663,865.96823134467,4.65019206606316,0.393898553223665,11.8055576188488,3.65360794070572e-32,6.26155328878147e-30
WBGene00002058,ifd-2,1457.37797095856,537.01225384033,2377.4888718649,2.09912992389173,0.178890570212834,11.734156369418,8.5171309231586e-32,1.44521376001081e-29
WBGene00007605,hrg-7,691.260800830011,1277.26958069408,105.046022733415,-3.38746195061855,0.288979642465646,-11.7221473516815,9.81520481781519e-32,1.64914686438938e-29
WBGene00019717,trx-3,1202.84502899741,317.962680592124,2087.81896870352,2.62019272619694,0.223757185775951,11.7099824844086,1.13303024759653e-31,1.88523032847663e-29
WBGene00009146,F26C11.1,131.027970992928,237.854725447987,24.124882838745,-3.13090558506375,0.267841173892701,-11.6894110773201,1.44384311778532e-31,2.37928686082738e-29
WBGene00015052,clec-52,202.472163695943,371.238620417506,33.7489893382075,-3.26231524143878,0.28084754692671,-11.6159648789459,3.41906591725463e-31,5.58056682761047e-29
WBGene00017969,ctsa-3.1,1073.58514294527,1960.90044526603,186.250007657467,-3.21026587318093,0.276904189470471,-11.59341748971,4.45015085470187e-31,7.1949703158378e-29
WBGene00017270,numr-1,97.0188114861547,3.16167008389301,190.867296170687,4.92640285820196,0.42501945198056,11.5910056239668,4.57726622280539e-31,7.3313260305083e-29
WBGene00018729,F53A9.6,1652.80392099824,309.336746453585,2996.4399381835,3.10720328566016,0.269230551336854,11.5410501157148,8.19189790249204e-31,1.29993283567508e-28
WBGene00008741,ctsa-1.2,4417.73260090111,6843.66999198374,1991.88221152938,-1.75245869562456,0.152144494186951,-11.5183839217421,1.06591404171577e-30,1.67592980247016e-28
WBGene00013654,Y105C5B.15,190.382321052625,339.851694893293,40.9857373554181,-2.91272628518937,0.253270001634043,-11.5004788028471,1.31185670629941e-30,2.04387274841448e-28
WBGene00020182,ugt-53,106.483160533695,202.609453074973,10.6113992344794,-3.87796819387903,0.340090301456981,-11.4027603176728,4.05068560116591e-30,6.25411259754788e-28
WBGene00018811,pmt-2,9284.14552379142,14041.817637945,4526.6059382025,-1.61088446129011,0.141617262017421,-11.3749160119474,5.57565053097702e-30,8.53174096427537e-28
WBGene00020989,W03D8.8,159.579343584712,304.571454732703,14.5484836429692,-3.97682491333771,0.349991391916222,-11.3626363538954,6.41781489951454e-30,9.73349661485665e-28
WBGene00021589,Y46D2A.1,98.415545280373,14.0802169752072,182.870303624223,3.44406464753282,0.303959436323752,11.3306719119734,9.24924658430868e-30,1.39047006984107e-27
WBGene00019620,fah-1,1646.48621078407,2608.10242975344,684.660875876017,-1.89242990624844,0.167402805660065,-11.3046486812848,1.24451246839402e-29,1.85464823333363e-27
WBGene00010749,K10D11.5,1250.88275603683,402.649147287189,2099.00957269145,2.31118181024666,0.207127021721188,11.1582824444689,6.52397797051353e-29,9.63861503953973e-27
WBGene00018345,F42C5.3,89.0230467502807,3.87014914530023,174.034233773629,4.64122581216216,0.416456701807122,11.1445578664543,7.6121415799487e-29,1.11501608886462e-26
WBGene00010317,idh-1,6547.83506369392,10367.0009590625,2728.7905404699,-1.88745017857721,0.170024888855955,-11.1010228636365,1.24016365052416e-28,1.80118005446467e-26
WBGene00000670,col-95,1164.38939523723,208.972008157511,2119.87925309825,3.14862079988108,0.284547777312304,11.0653501834433,1.84739872905838e-28,2.6430855351916e-26
WBGene00017719,ldp-1,3660.65764640615,6070.21589531761,1250.94036477569,-2.21549834478753,0.200222333999361,-11.0651908832239,1.85068423516742e-28,2.6430855351916e-26
WBGene00020369,exc-15,2082.42891730476,3165.8834910646,999.025548549222,-1.63903549356726,0.148235405586659,-11.0569771579238,2.02818040997208e-28,2.87264098066954e-26
WBGene00194708,Y36E3A.2,202.65619193794,14.9586983771989,390.496914883961,4.1777514755665,0.378276691002433,11.044168395614,2.33923523949717e-28,3.28605028971332e-26
WBGene00015216,valv-1,927.184600202015,78.5853059164149,1775.89056503641,4.03677010071894,0.367643878610131,10.9801096538853,4.76345257118544e-28,6.63707724918505e-26
WBGene00000786,cpr-6,6728.07023050609,10565.2423683337,2890.87504851792,-1.83336611634672,0.168391520402627,-10.887520416486,1.32190430870422e-27,1.79799968591849e-25
WBGene00009515,clec-170,173.939393276387,317.410939449746,30.4269128048916,-3.17396546787367,0.291514578371697,-10.8878447369678,1.31720616432974e-27,1.79799968591849e-25
WBGene00012101,zip-10,385.966410564878,46.5610192916164,725.408074982686,3.63414126610759,0.33377907307505,10.8878643368108,1.31692276994686e-27,1.79799968591849e-25
WBGene00001244,elo-6,3811.65612249871,6958.6201960422,664.774911616637,-3.17961269378285,0.29254517870639,-10.8687919857125,1.62335965975506e-27,2.19064077550254e-25
WBGene00019963,R08E5.3,675.629106392572,1203.14935188485,147.945439811877,-2.87287633127237,0.264972468632002,-10.8421691736671,2.17257652662965e-27,2.90887629010773e-25
WBGene00007808,best-7,112.598003126665,211.659780131941,13.413246943128,-3.63992577023474,0.335762099340585,-10.8407880978327,2.20562742343561e-27,2.93023587463872e-25
WBGene00022196,gpa-17,578.996458041502,234.829779084557,923.028965818866,1.93105903891453,0.179238067717333,10.7737104260681,4.58157067173121e-27,6.03991985939457e-25
WBGene00044107,F58G6.9,155.735136774589,292.678373422289,18.8254172535576,-3.62044471360385,0.337131103044383,-10.7389816036262,6.67769089788554e-27,8.73605088610399e-25
WBGene00007963,cyp-25A1,62.7698192834454,121.215204277953,4.29138526014145,-4.19717973835261,0.390927098445122,-10.7364768394069,6.86130131701531e-27,8.90825620992488e-25
WBGene00009433,F35E12.9,1495.76337387023,385.789442209106,2605.7955474875,2.63843101896437,0.24606900523388,10.7223216367971,7.99703819645118e-27,1.03047549331414e-24
WBGene00007322,C05B5.5,143.778966564193,13.0363716556549,274.646799032095,3.9323283593164,0.367584667839185,10.6977485824756,1.04281153031721e-26,1.33370925422212e-24
WBGene00021083,W08E12.2,74.9792540212648,10.578551753031,139.40675590785,3.42907854414829,0.320618669541188,10.6951929812926,1.07196272299576e-26,1.36083682568158e-24
WBGene00017764,F25A2.1,89.9676272422916,9.16568932994456,170.895860176769,3.80139898528254,0.355531790601571,10.6921492979586,1.10773710330905e-26,1.39591165268459e-24
WBGene00014193,nhr-247,53.5030861521873,0.194516788447963,107.143223176445,5.47894325171135,0.513002812295863,10.6801427212284,1.26077677289532e-26,1.57716732364087e-24
WBGene00012664,Y39B6A.1,5020.02240351646,9289.59616390845,750.430163903472,-3.3652285619605,0.316483861699393,-10.6331758715612,2.08876004592568e-26,2.5939978019619e-24
WBGene00009432,cld-9,578.51956786936,182.561673980649,974.874339648938,2.33530957739776,0.219953617826105,10.6172819546167,2.47667661040872e-26,3.05361753591257e-24
WBGene00006530,tba-4,2027.89362252417,3099.80093825384,955.956257156678,-1.6683060732389,0.157586688098568,-10.5865926454105,3.4388222830449e-26,4.20960973477311e-24
WBGene00022584,ZC266.1,114.237367390219,207.374806470758,20.8877725394523,-3.10308987693346,0.293332442391781,-10.5787476203839,3.73922731731823e-26,4.54488494781559e-24
WBGene00003702,nhr-112,278.199498908254,48.4323678527407,508.12499822581,3.16872247834097,0.3004017320155,10.5482829845251,5.17338427544394e-26,6.24376476849002e-24
WBGene00018174,F38B6.4,610.945477976037,1143.89634784885,77.936983916826,-3.54935599075286,0.337032936311329,-10.5311843690974,6.20488107624255e-26,7.43631132060453e-24
WBGene00005657,srr-6,132.156286651966,12.951551130155,251.182618092704,3.83557157407727,0.36435160584188,10.5271158753773,6.47891955366626e-26,7.71081411880086e-24
WBGene00006926,vit-2,149840.888783846,274474.981925615,25206.6358913298,-3.21065626376669,0.30656405228628,-10.4730356994644,1.14898118517066e-25,1.35801652078999e-23
WBGene00007055,tag-196,1786.42889727452,903.197234623086,2669.74218542734,1.54042998768267,0.147253639397485,10.4610656414715,1.30380959763608e-25,1.53045814275939e-23
WBGene00012330,zip-3,525.776105839462,849.995328742911,201.398466209356,-2.02358128810352,0.193531147923861,-10.4561013036498,1.37393205158391e-25,1.60179914966292e-23
WBGene00020216,trap-2,2951.25859980075,4565.16978632938,1337.71068576114,-1.7371643352694,0.166660996898668,-10.4233405991542,1.94016365573343e-25,2.24665707648375e-23
WBGene00001819,haf-9,1206.03195597341,2043.5119735972,368.385257352452,-2.3811874549766,0.228917616463917,-10.4019406271947,2.42934449408961e-25,2.79423529796696e-23
WBGene00016845,C50F7.5,1619.11156458762,53.537707779996,3184.67370734054,4.81209193919369,0.463748122022712,10.3765205952856,3.17122972359885e-25,3.62323566686914e-23
WBGene00008634,F10A3.4,138.37630744324,238.169685083858,38.4383315788897,-2.5205587247727,0.243783817378147,-10.3393192865748,4.67848888145057e-25,5.30992996359602e-23
WBGene00004981,spl-1,1310.85734635331,1936.37880000671,685.258240687033,-1.47764568151661,0.143274054235088,-10.3134212918415,6.12801222720647e-25,6.8641747418212e-23
WBGene00008572,F08B12.4,5977.54560888949,1460.71405551898,10494.5630040078,2.70624370964518,0.262389183984029,10.3138539041682,6.10047983331771e-25,6.8641747418212e-23
WBGene00001398,fat-6,2658.50253328966,4727.70791095517,589.485391213903,-2.84082314966627,0.275838276326579,-10.2988721779238,7.12922129744431e-25,7.93380484387017e-23
WBGene00016048,C24B9.3,1430.11198488081,2361.50985140875,498.856522979772,-2.17354040941114,0.211148484538726,-10.2938953796398,7.50762879751254e-25,8.30101563430774e-23
WBGene00001397,fat-5,673.385078535552,1169.60630445086,177.315623262757,-2.59799973465705,0.253645688056387,-10.2426331571602,1.27712370162827e-24,1.40303499990419e-22
WBGene00020859,bath-25,54.4036035088272,0.378866302775691,108.375303722662,5.18639174702551,0.507820723458558,10.2130368207566,1.73352644501988e-24,1.89230421750005e-22
WBGene00019515,ugt-19,105.2555182455,184.678909190698,25.7175028340324,-2.70124147945686,0.264720751434877,-10.2041168469612,1.90042155985987e-24,2.06135599322016e-22
WBGene00001774,gst-26,418.562609210955,718.321820664276,119.01983242706,-2.48486882528671,0.243906716512807,-10.1877835133591,2.24831736958171e-24,2.42337503647116e-22
WBGene00003688,nhr-98,146.914855146665,43.9686248676703,249.840086787581,2.40755898666113,0.236487059806101,10.1805104627506,2.42287032134547e-24,2.59153186289074e-22
WBGene00022122,trap-1,6143.45054128437,9289.86747895358,2996.8677488178,-1.6044507998869,0.157607487911111,-10.1800417045654,2.43457013610345e-24,2.59153186289074e-22
WBGene00002891,let-767,3843.40682735024,5883.01721900964,1803.65439261109,-1.6739808292046,0.164522164165352,-10.1748043353124,2.56915807076251e-24,2.71791549485975e-22
WBGene00018803,fbxa-24,141.380668744686,28.490882731265,254.424114878816,2.96329169230038,0.291643184034886,10.1606752858175,2.97012094365734e-24,3.12281795904291e-22
WBGene00016502,C37C3.10,129.827300897854,5.96765516608023,253.821035073757,4.4857166134727,0.441610606713576,10.1576287916972,3.06438470189323e-24,3.20228201347842e-22
WBGene00206354,F27E5.9,397.495417464841,29.954753959614,765.240292348211,4.07556609963888,0.403012573756197,10.1127517229882,4.85024874482353e-24,5.03779169629004e-22
